bugID,week,month,yearday,hour,day,commit_size,changed_file,churn,committer_exp,reporter_exp,assignee_exp,keyword,fix_time,invalid_status,severity,priority,platform,title_size,cc_count,reopened
204845,Thu,Oct,284,7,11,3,1,56,238,2,99,NO,0.0,NO,normal,P2,PC,14,2,NO
1,Tue,Aug,233,21,21,3,1,5,1,1,1,YES,0.0,NO,normal,P3,All,6,7,NO
1,Thu,Aug,235,16,23,3,3,6,2,1,1,YES,5.5,NO,normal,P3,All,6,7,NO
1,Thu,Aug,235,20,23,3,4,74,3,1,1,YES,5.6,NO,normal,P3,All,6,7,NO
1,Fri,Aug,236,17,24,3,3,13,4,1,1,YES,6.1,NO,normal,P3,All,6,7,NO
1,Fri,Aug,236,17,24,3,1,6,5,1,1,YES,6.1,NO,normal,P3,All,6,7,NO
1,Fri,Aug,236,18,24,3,1,1,6,1,1,YES,6.1,NO,normal,P3,All,6,7,NO
1,Fri,Aug,236,19,24,3,446,36817,7,1,1,NO,6.2,NO,normal,P3,All,6,7,NO
1,Mon,Aug,239,20,27,3,1,20,8,1,1,YES,7.2,NO,normal,P3,All,6,7,NO
1,Mon,Aug,239,21,27,3,1,4,9,1,1,YES,7.2,NO,normal,P3,All,6,7,NO
1,Tue,Aug,240,16,28,3,1,21,10,1,1,YES,7.4,NO,normal,P3,All,6,7,NO
1,Tue,Aug,240,19,28,3,1,21,12,1,1,YES,7.4,NO,normal,P3,All,6,7,NO
1,Tue,Aug,240,19,28,3,1,14,13,1,1,YES,7.4,NO,normal,P3,All,6,7,NO
1,Wed,Sep,255,21,12,3,1,87,16,1,1,YES,9.0,NO,normal,P3,All,6,7,NO
1,Wed,Sep,255,21,12,6,3,61,17,1,1,YES,9.0,NO,normal,P3,All,6,7,NO
1,Fri,Sep,257,20,14,5,4,214,18,1,1,YES,9.2,NO,normal,P3,All,6,7,NO
1,Fri,Sep,257,20,14,4,1,2,19,1,1,NO,9.2,NO,normal,P3,All,6,7,NO
1,Fri,Sep,257,21,14,4,1,15,20,1,1,NO,9.2,NO,normal,P3,All,6,7,NO
1,Mon,Sep,260,22,17,3,2,5200,21,1,1,NO,9.3,NO,normal,P3,All,6,7,NO
1,Mon,Sep,260,22,17,3,2,10476,22,1,1,NO,9.3,NO,normal,P3,All,6,7,NO
1,Tue,Sep,261,14,18,3,1,11,23,1,1,NO,9.4,NO,normal,P3,All,6,7,NO
1,Tue,Sep,261,22,18,3,11,538,24,1,1,YES,9.4,NO,normal,P3,All,6,7,NO
1,Wed,Sep,262,16,19,3,1,14,25,1,1,YES,9.4,NO,normal,P3,All,6,7,NO
1,Wed,Sep,262,16,19,3,1,1,26,1,1,NO,9.4,NO,normal,P3,All,6,7,NO
1,Wed,Sep,262,17,19,3,3,90,27,1,1,NO,9.4,NO,normal,P3,All,6,7,NO
1,Wed,Sep,262,18,19,3,4,40,28,1,1,YES,9.4,NO,normal,P3,All,6,7,NO
1,Wed,Sep,262,18,19,3,1,3,29,1,1,NO,9.4,NO,normal,P3,All,6,7,NO
1,Tue,Sep,268,14,25,3,1,36,31,1,1,YES,9.7,NO,normal,P3,All,6,7,NO
1,Thu,Sep,270,18,27,3,1,13,33,1,1,YES,9.8,NO,normal,P3,All,6,7,NO
1,Fri,Sep,271,15,28,3,10,113,34,1,1,YES,9.8,NO,normal,P3,All,6,7,NO
1,Fri,Sep,271,20,28,3,1,17,35,1,1,YES,9.8,NO,normal,P3,All,6,7,NO
1,Fri,Sep,271,20,28,3,1,1,36,1,1,NO,9.8,NO,normal,P3,All,6,7,NO
1,Thu,Oct,277,17,4,3,1,16,37,1,1,YES,10.0,NO,normal,P3,All,6,7,NO
1,Thu,Oct,284,0,11,3,2,11,43,1,1,YES,10.2,NO,normal,P3,All,6,7,NO
1,Wed,Nov,311,23,7,4,5,61,66,1,1,YES,10.9,NO,normal,P3,All,6,7,NO
1,Thu,Nov,312,0,8,4,13,265,67,1,1,YES,10.9,NO,normal,P3,All,6,7,NO
1,Thu,Nov,312,0,8,4,1,95,68,1,1,YES,10.9,NO,normal,P3,All,6,7,NO
1,Mon,Mar,63,13,4,4,3,331,90,1,1,NO,12.2,NO,normal,P3,All,6,7,NO
1,Tue,Jul,211,15,30,5,2,119,320,1,1,NO,13.0,NO,normal,P3,All,6,7,NO
1,Tue,Jul,211,16,30,5,1,0,321,1,1,NO,13.0,NO,normal,P3,All,6,7,NO
1,Mon,Oct,301,17,28,5,1,4,438,1,1,NO,13.3,NO,normal,P3,All,6,7,NO
1,Thu,Oct,304,14,31,8,2,5,442,1,1,NO,13.4,NO,normal,P3,All,6,7,NO
1,Thu,Dec,339,15,5,10,1,8,472,1,1,NO,13.5,NO,normal,P3,All,6,7,NO
1,Fri,Jan,31,15,31,8,1,6,559,1,1,YES,13.6,NO,normal,P3,All,6,7,NO
1,Fri,Apr,94,19,4,15,29,240,621,1,1,NO,13.8,NO,normal,P3,All,6,7,NO
